,ogc_fid,GEOMETRY,in1,id,cultivo,originfid,NDVI_1,SAVI_1,NDVI_2,SAVI_2,NDVI_3,SAVI_3,NDVI_4,SAVI_4,NDVI_5,SAVI_5,NDVI_6,SAVI_6,target_combined,target_compined_maiz_soja_others,target_maiz_others,target_soja_others
25,26,"b'\x01\x01\x00\x00\x00\xa5\xb9\x0e\x80g\x01P\xc0\xb0,\x06\xa47%A\xc0'",014084,1,SOJA,48,0.28550511598587036,0.20933441817760468,0.3609037697315216,0.26950889825820923,0.34891217947006226,0.26073867082595825,0.5385411381721497,0.22522717714309692,0.6532180309295654,0.16884620487689972,0.3322422206401825,0.13368944823741913,SOJA_1,SOJA_1,0,1
26,27,b'\x01\x01\x00\x00\x00\xb1\xf0\xbdTp\x01P\xc0\xb7\xa6%\x87=%A\xc0',014084,1,SOJA,48,0.3021567463874817,0.21919859945774078,0.37090539932250977,0.27579426765441895,0.3679935336112976,0.2738815248012543,0.5182279348373413,0.23503556847572327,0.6407599449157715,0.18074049055576324,0.4188387095928192,0.17545944452285767,SOJA_1,SOJA_1,0,1
27,28,b'\x01\x01\x00\x00\x00\xad3.cm\x01P\xc0\xb7\xa6%\x87=%A\xc0',014084,1,SOJA,48,0.29558128118515015,0.2139308601617813,0.3702407777309418,0.2737092971801758,0.35915207862854004,0.26680803298950195,0.5713585019111633,0.24825969338417053,0.6748188138008118,0.1830766648054123,0.3631194233894348,0.14689989387989044,SOJA_1,SOJA_1,0,1
28,29,b'\x01\x01\x00\x00\x00\xa9v\x9eqj\x01P\xc0\xb7\xa6%\x87=%A\xc0',014084,1,SOJA,48,0.2977948784828186,0.21574808657169342,0.3655848503112793,0.2713910937309265,0.35297703742980957,0.26262471079826355,0.5266503691673279,0.22931158542633057,0.6526663303375244,0.17117749154567719,0.33087608218193054,0.1294078379869461,SOJA_1,SOJA_1,0,1
29,30,b'\x01\x01\x00\x00\x00\xa5\xb9\x0e\x80g\x01P\xc0\xb7\xa6%\x87=%A\xc0',014084,1,SOJA,48,0.2965340316295624,0.21490594744682312,0.35915207862854004,0.26680803298950195,0.347870409488678,0.2584536373615265,0.5771370530128479,0.24530601501464844,0.6680850982666016,0.17494840919971466,0.3256550431251526,0.12591849267482758,SOJA_1,SOJA_1,0,1
30,31,b'\x01\x01\x00\x00\x00\xa1\xfc~\x8ed\x01P\xc0\xb7\xa6%\x87=%A\xc0',014084,1,SOJA,48,0.29195207357406616,0.21153847873210907,0.3606823980808258,0.2684401571750641,0.35386499762535095,0.26279914379119873,0.5703200697898865,0.2497875839471817,0.6548756957054138,0.1699470728635788,0.31184619665145874,0.12222057580947876,SOJA_1,SOJA_1,0,1
31,32,b'\x01\x01\x00\x00\x00\xb1\xf0\xbdTp\x01P\xc0\xbf EjC%A\xc0',014084,1,SOJA,48,0.309407502412796,0.22510041296482086,0.3753535747528076,0.2801005244255066,0.3586869537830353,0.2689075469970703,0.517657995223999,0.23364092409610748,0.6427350640296936,0.18282009661197662,0.4326850175857544,0.1840747892856598,SOJA_1,SOJA_1,0,1
32,33,b'\x01\x01\x00\x00\x00\xad3.cm\x01P\xc0\xbf EjC%A\xc0',014084,1,SOJA,48,0.290556401014328,0.2109689563512802,0.3651696741580963,0.27169638872146606,0.36126288771629333,0.26933908462524414,0.5648818016052246,0.2483387589454651,0.6636446118354797,0.1799115240573883,0.37748342752456665,0.1551724076271057,SOJA_1,SOJA_1,0,1
33,34,b'\x01\x01\x00\x00\x00\xa9v\x9eqj\x01P\xc0\xbf EjC%A\xc0',014084,1,SOJA,48,0.28531739115715027,0.2068912237882614,0.36283907294273376,0.26946380734443665,0.36270907521247864,0.26933950185775757,0.5551257133483887,0.24363327026367188,0.6584686636924744,0.17511312663555145,0.34455665946006775,0.13580064475536346,SOJA_1,SOJA_1,0,1
34,35,b'\x01\x01\x00\x00\x00\xa5\xb9\x0e\x80g\x01P\xc0\xbf EjC%A\xc0',014084,1,SOJA,48,0.284013569355011,0.20651274919509888,0.35622841119766235,0.26504385471343994,0.3539462685585022,0.2632109522819519,0.5391139984130859,0.2409435361623764,0.6714149713516235,0.1752023696899414,0.31807512044906616,0.12127088755369186,SOJA_1,SOJA_1,0,1
35,36,b'\x01\x01\x00\x00\x00\xa1\xfc~\x8ed\x01P\xc0\xbf EjC%A\xc0',014084,1,SOJA,48,0.2818762958049774,0.20464394986629486,0.36071938276290894,0.2676134705543518,0.348154217004776,0.2585580348968506,0.5573549270629883,0.25730305910110474,0.6600378751754761,0.17263871431350708,0.321739137172699,0.12379182130098343,SOJA_1,SOJA_1,0,1
36,37,b'\x01\x01\x00\x00\x00\xb1\xf0\xbdTp\x01P\xc0\xc7\x9adMI%A\xc0',014084,1,SOJA,48,0.3089185357093811,0.22308647632598877,0.38223305344581604,0.28401291370391846,0.37051308155059814,0.27595409750938416,0.6157337427139282,0.26227980852127075,0.6203743815422058,0.17382289469242096,0.4067753255367279,0.17015217244625092,SOJA_1,SOJA_1,0,1
37,38,b'\x01\x01\x00\x00\x00\xad3.cm\x01P\xc0\xc7\x9adMI%A\xc0',014084,1,SOJA,48,0.301423043012619,0.2175762802362442,0.37582236528396606,0.2779805362224579,0.35993486642837524,0.26755449175834656,0.5141623020172119,0.22681067883968353,0.6666666865348816,0.17763158679008484,0.3638828992843628,0.14706313610076904,SOJA_1,SOJA_1,0,1
38,39,b'\x01\x01\x00\x00\x00\xa9v\x9eqj\x01P\xc0\xc7\x9adMI%A\xc0',014084,1,SOJA,48,0.2842465937137604,0.2059553563594818,0.3595736026763916,0.2663494646549225,0.3585600256919861,0.26590150594711304,0.531522810459137,0.23279525339603424,0.6733927726745605,0.17743796110153198,0.3288135528564453,0.1289512664079666,SOJA_1,SOJA_1,0,1
39,40,b'\x01\x01\x00\x00\x00\xa5\xb9\x0e\x80g\x01P\xc0\xc7\x9adMI%A\xc0',014084,1,SOJA,48,0.2864494025707245,0.20736756920814514,0.35497039556503296,0.26351144909858704,0.35223329067230225,0.26158738136291504,0.5504631400108337,0.2401786893606186,0.6482176184654236,0.17087042331695557,0.3127368092536926,0.11983470618724823,SOJA_1,SOJA_1,0,1
40,41,b'\x01\x01\x00\x00\x00\xa1\xfc~\x8ed\x01P\xc0\xc7\x9adMI%A\xc0',014084,1,SOJA,48,0.3003901243209839,0.21624714136123657,0.3691164553165436,0.2724502384662628,0.36111682653427124,0.2672981321811676,0.4952048659324646,0.2336166650056839,0.6366197466850281,0.1676834374666214,0.3113807141780853,0.12011588364839554,SOJA_1,SOJA_1,0,1
41,42,b'\x01\x01\x00\x00\x00\xb1\xf0\xbdTp\x01P\xc0\xce\x14\x840O%A\xc0',014084,1,SOJA,48,0.3033032715320587,0.2195197343826294,0.3860045373439789,0.2857794165611267,0.37317073345184326,0.27762097120285034,0.5441647171974182,0.24822545051574707,0.6675874590873718,0.17868879437446594,0.3716251850128174,0.1528523713350296,SOJA_1,SOJA_1,0,1
42,43,b'\x01\x01\x00\x00\x00\xad3.cm\x01P\xc0\xce\x14\x840O%A\xc0',014084,1,SOJA,48,0.28755369782447815,0.20807455480098724,0.37494832277297974,0.2765806019306183,0.3606221675872803,0.2673477530479431,0.5505174994468689,0.23836959898471832,0.6695973873138428,0.1784803867340088,0.33907726407051086,0.1345786154270172,SOJA_1,SOJA_1,0,1
43,44,b'\x01\x01\x00\x00\x00\xa9v\x9eqj\x01P\xc0\xce\x14\x840O%A\xc0',014084,1,SOJA,48,0.2794398367404938,0.20338720083236694,0.3618070185184479,0.26778116822242737,0.34456849098205566,0.25647351145744324,0.5715012550354004,0.24185211956501007,0.6477751731872559,0.17095178365707397,0.30277860164642334,0.11752280592918396,SOJA_1,SOJA_1,0,1
44,45,b'\x01\x01\x00\x00\x00\xa5\xb9\x0e\x80g\x01P\xc0\xce\x14\x840O%A\xc0',014084,1,SOJA,48,0.2808028757572174,0.2037075161933899,0.36487042903900146,0.2698235809803009,0.35618114471435547,0.264492005109787,0.57485032081604,0.24671617150306702,0.6541143655776978,0.17368941009044647,0.29962220788002014,0.11505840718746185,SOJA_1,SOJA_1,0,1
45,46,b'\x01\x01\x00\x00\x00\xa1\xfc~\x8ed\x01P\xc0\xce\x14\x840O%A\xc0',014084,1,SOJA,48,0.28829604387283325,0.2083333432674408,0.36829015612602234,0.2712976932525635,0.3540020287036896,0.26376447081565857,0.5468823909759521,0.24271227419376373,0.6508681178092957,0.1715027540922165,0.3022041618824005,0.1162254586815834,SOJA_1,SOJA_1,0,1
46,47,b'\x01\x01\x00\x00\x00\xad3.cm\x01P\xc0\xd6\x8e\xa3\x13U%A\xc0',014084,1,SOJA,48,0.2925169765949249,0.21269577741622925,0.3759967088699341,0.27888986468315125,0.3550739586353302,0.26461711525917053,0.6259143352508545,0.25990742444992065,0.6620111465454102,0.17558445036411285,0.3161666691303253,0.1297668218612671,SOJA_1,SOJA_1,0,1
47,48,b'\x01\x01\x00\x00\x00\xa9v\x9eqj\x01P\xc0\xd6\x8e\xa3\x13U%A\xc0',014084,1,SOJA,48,0.2767651081085205,0.20275245606899261,0.3672593832015991,0.27246540784835815,0.35353538393974304,0.2638190984725952,0.5552147030830383,0.2341863065958023,0.6663479804992676,0.1729242503643036,0.28868234157562256,0.11597598344087601,SOJA_1,SOJA_1,0,1
48,49,b'\x01\x01\x00\x00\x00\xa5\xb9\x0e\x80g\x01P\xc0\xd6\x8e\xa3\x13U%A\xc0',014084,1,SOJA,48,0.2756369411945343,0.20140524208545685,0.36400651931762695,0.27058112621307373,0.34774699807167053,0.2594732940196991,0.5562279224395752,0.23693256080150604,0.6479924917221069,0.17147091031074524,0.29322463274002075,0.11540164798498154,SOJA_1,SOJA_1,0,1
49,50,b'\x01\x01\x00\x00\x00\xa8\xce\xb6\x8cD\x05P\xc0pGb~+!A\xc0',014084,1,SOJA,49,0.37368419766426086,0.1755494475364685,0.33790263533592224,0.18678957223892212,0.20496895909309387,0.16068360209465027,0.4595443606376648,0.23257353901863098,0.6120015978813171,0.17964288592338562,0.5465299487113953,0.16584236919879913,SOJA_1,SOJA_1,0,1
50,51,"b""\x01\x01\x00\x00\x00\xa4\x11'\x9bA\x05P\xc0pGb~+!A\xc0""",014084,1,SOJA,49,0.36593735218048096,0.17453280091285706,0.35417383909225464,0.19548730552196503,0.19913578033447266,0.15719160437583923,0.44851794838905334,0.22805394232273102,0.6272165179252625,0.18362173438072205,0.561053454875946,0.16863906383514404,SOJA_1,SOJA_1,0,1
51,52,b'\x01\x01\x00\x00\x00\xa1T\x97\xa9>\x05P\xc0pGb~+!A\xc0',014084,1,SOJA,49,0.38134488463401794,0.1804928034543991,0.3597811162471771,0.19914184510707855,0.1916576772928238,0.15139178931713104,0.4091416001319885,0.21473151445388794,0.6277915239334106,0.18336285650730133,0.5910569429397583,0.175040140748024,SOJA_1,SOJA_1,0,1
52,53,b'\x01\x01\x00\x00\x00\xac\x8bF~G\x05P\xc0w\xc1\x81a1!A\xc0',014084,1,SOJA,49,0.3980054557323456,0.18276436626911163,0.3605870008468628,0.19689646363258362,0.20412297546863556,0.15944601595401764,0.37183845043182373,0.19316251575946808,0.6454200148582458,0.18542324006557465,0.5821138620376587,0.17239165306091309,SOJA_1,SOJA_1,0,1
53,54,b'\x01\x01\x00\x00\x00\xa8\xce\xb6\x8cD\x05P\xc0w\xc1\x81a1!A\xc0',014084,1,SOJA,49,0.39759036898612976,0.18924085795879364,0.3555259704589844,0.20014993846416473,0.20807339251041412,0.16277511417865753,0.38621488213539124,0.198038712143898,0.6406117081642151,0.18309859931468964,0.5932896733283997,0.17478303611278534,SOJA_1,SOJA_1,0,1
54,55,"b""\x01\x01\x00\x00\x00\xa4\x11'\x9bA\x05P\xc0w\xc1\x81a1!A\xc0""",014084,1,SOJA,49,0.4051063656806946,0.19428570568561554,0.3491124212741852,0.19808505475521088,0.21068032085895538,0.16507451236248016,0.4260731339454651,0.21394358575344086,0.6369719505310059,0.18436768651008606,0.5821501016616821,0.1726835072040558,SOJA_1,SOJA_1,0,1
55,56,b'\x01\x01\x00\x00\x00\xa1T\x97\xa9>\x05P\xc0w\xc1\x81a1!A\xc0',014084,1,SOJA,49,0.4078310430049896,0.1911865770816803,0.3574846088886261,0.19795608520507812,0.20247408747673035,0.15904544293880463,0.4192534387111664,0.21212723851203918,0.6380549669265747,0.1830570101737976,0.6046128273010254,0.17718055844306946,SOJA_1,SOJA_1,0,1
56,57,b'\x01\x01\x00\x00\x00\x9d\x97\x07\xb8;\x05P\xc0w\xc1\x81a1!A\xc0',014084,1,SOJA,49,0.37940025329589844,0.17935898900032043,0.35602641105651855,0.19513897597789764,0.18715035915374756,0.14756666123867035,0.4089038372039795,0.21367131173610687,0.6433853507041931,0.18891748785972595,0.6058992147445679,0.17832167446613312,SOJA_1,SOJA_1,0,1
57,58,b'\x01\x01\x00\x00\x00\xac\x8bF~G\x05P\xc0\x7f;\xa1D7!A\xc0',014084,1,SOJA,49,0.3588184118270874,0.16967953741550446,0.34073561429977417,0.18688151240348816,0.18599562346935272,0.14593666791915894,0.41376641392707825,0.21157394349575043,0.6068590879440308,0.1756516844034195,0.6027960777282715,0.17688223719596863,SOJA_1,SOJA_1,0,1
58,59,b'\x01\x01\x00\x00\x00\xa8\xce\xb6\x8cD\x05P\xc0\x7f;\xa1D7!A\xc0',014084,1,SOJA,49,0.38148608803749084,0.18605749309062958,0.34939759969711304,0.19604407250881195,0.19273386895656586,0.15149927139282227,0.4136418104171753,0.2072066217660904,0.599833607673645,0.17437924444675446,0.596201479434967,0.17436805367469788,SOJA_1,SOJA_1,0,1
59,60,"b""\x01\x01\x00\x00\x00\xa4\x11'\x9bA\x05P\xc0\x7f;\xa1D7!A\xc0""",014084,1,SOJA,49,0.4010416865348816,0.1897590458393097,0.3680981695652008,0.20418453216552734,0.19145084917545319,0.15069863200187683,0.40428975224494934,0.2005755603313446,0.5955427289009094,0.17423327267169952,0.5916187167167664,0.17371723055839539,SOJA_1,SOJA_1,0,1
60,61,b'\x01\x01\x00\x00\x00\xa1T\x97\xa9>\x05P\xc0\x7f;\xa1D7!A\xc0',014084,1,SOJA,49,0.41870105266571045,0.19014084339141846,0.3633463382720947,0.19658613204956055,0.18158935010433197,0.14343874156475067,0.39655831456184387,0.20426790416240692,0.6219959259033203,0.1839020550251007,0.613010823726654,0.17785125970840454,SOJA_1,SOJA_1,0,1
61,62,b'\x01\x01\x00\x00\x00\x9d\x97\x07\xb8;\x05P\xc0\x7f;\xa1D7!A\xc0',014084,1,SOJA,49,0.4467271864414215,0.197730153799057,0.365765780210495,0.1958199441432953,0.19085632264614105,0.15011416375637054,0.390532523393631,0.20560745894908905,0.613162100315094,0.18347743153572083,0.6122618317604065,0.17858868837356567,SOJA_1,SOJA_1,0,1
62,63,"b""\x01\x01\x00\x00\x00\xac\x8bF~G\x05P\xc0\x87\xb5\xc0'=!A\xc0""",014084,1,SOJA,49,0.4154566824436188,0.18647511303424835,0.3755364716053009,0.20202668011188507,0.18781724572181702,0.1477748155593872,0.3978234827518463,0.19790135324001312,0.5727348327636719,0.1666129231452942,0.5826445817947388,0.17028984427452087,SOJA_1,SOJA_1,0,1
63,64,"b""\x01\x01\x00\x00\x00\xa8\xce\xb6\x8cD\x05P\xc0\x87\xb5\xc0'=!A\xc0""",014084,1,SOJA,49,0.40587976574897766,0.19061684608459473,0.38065841794013977,0.21033349633216858,0.19290626049041748,0.15190955996513367,0.424032598733902,0.20945674180984497,0.5878634452819824,0.1691182404756546,0.5748228430747986,0.1668279618024826,SOJA_1,SOJA_1,0,1
64,65,"b""\x01\x01\x00\x00\x00\xa4\x11'\x9bA\x05P\xc0\x87\xb5\xc0'=!A\xc0""",014084,1,SOJA,49,0.4375292658805847,0.1965111494064331,0.38221749663352966,0.20688992738723755,0.19696149230003357,0.15514294803142548,0.4201474189758301,0.20679925382137299,0.5706633925437927,0.16717630624771118,0.5601488351821899,0.16366052627563477,SOJA_1,SOJA_1,0,1
65,66,"b""\x01\x01\x00\x00\x00\xa1T\x97\xa9>\x05P\xc0\x87\xb5\xc0'=!A\xc0""",014084,1,SOJA,49,0.40707963705062866,0.17657092213630676,0.3720136284828186,0.19268035888671875,0.193222776055336,0.1524459570646286,0.42516353726387024,0.21812081336975098,0.5944334268569946,0.17918497323989868,0.5804081559181213,0.17132529616355896,SOJA_1,SOJA_1,0,1
66,67,"b""\x01\x01\x00\x00\x00\x9d\x97\x07\xb8;\x05P\xc0\x87\xb5\xc0'=!A\xc0""",014084,1,SOJA,49,0.41885626316070557,0.17569515109062195,0.3832217752933502,0.1935933232307434,0.17844396829605103,0.14145605266094208,0.3907427489757538,0.20977270603179932,0.5993589758872986,0.17957745492458344,0.6041152477264404,0.17715206742286682,SOJA_1,SOJA_1,0,1
