,ogc_fid,GEOMETRY,in1,id,cultivo,originfid,NDVI_1,SAVI_1,NDVI_2,SAVI_2,NDVI_3,SAVI_3,NDVI_4,SAVI_4,NDVI_5,SAVI_5,NDVI_6,SAVI_6,target_combined,target_compined_maiz_soja_others,target_maiz_others,target_soja_others
10,11,b'\x01\x01\x00\x00\x00\xd4Q\xe5\xd6\x9cDP\xc0\xa8\xa8M\xb1\xbb\x01A\xc0',014035,3,MAIZ,409,-1.0521040034120064,0.44539587471583425,-0.8283378831352033,0.13384811237923983,-0.11214736931264978,0.39377290913952046,-0.4048850150383563,-0.23447291016043148,-1.3895039106432523,-0.7243789228432739,-1.1144698614444988,-0.2721696670390715,MAIZ_3,MAIZ_3,1,0
11,12,b'\x01\x01\x00\x00\x00\xd0\x94U\xe5\x99DP\xc0\xa8\xa8M\xb1\xbb\x01A\xc0',014035,3,MAIZ,409,-1.0566148103214226,0.4420900890245009,-1.0834714002334054,-0.06400865955117521,-0.31794020891620406,0.11047332680738653,-0.5501800515749014,-0.38355471934773533,-1.3322136315355282,-0.6458834665120489,-0.9403664128577933,-0.12990564337635785,MAIZ_3,MAIZ_3,1,0
12,13,b'\x01\x01\x00\x00\x00\xcc\xd7\xc5\xf3\x96DP\xc0\xa8\xa8M\xb1\xbb\x01A\xc0',014035,3,MAIZ,409,-1.0285023011684922,0.4512433242831905,-1.1130373398341673,-0.08711026970472034,-0.3746869456366526,0.04521583849802293,-0.4890262478411585,-0.220754495696259,-1.0811474903997995,-0.28835325634550846,-0.8846038261796494,-0.08810951860953317,MAIZ_3,MAIZ_3,1,0
13,14,"b'\x01\x01\x00\x00\x00\xdc\xcb\x04\xba\xa2DP\xc0\xb0""m\x94\xc1\x01A\xc0'",014035,3,MAIZ,409,-0.6799485385881312,0.6995147628539292,-0.5592000479119729,0.3347997821697659,-0.22684649185923694,0.2515220633148307,-0.7960229015323173,-0.3078918680701522,-1.7015670919730916,-0.9235354351648718,-1.7089755436802754,-0.6749738369689221,MAIZ_3,MAIZ_3,1,0
14,15,"b'\x01\x01\x00\x00\x00\xd8\x0eu\xc8\x9fDP\xc0\xb0""m\x94\xc1\x01A\xc0'",014035,3,MAIZ,409,-0.8078001240252388,0.5916720973567552,-0.7753803518013148,0.13326205563104346,-0.29473764856210355,0.13028542232614557,-1.09767099378245,-0.6927846422088525,-1.6886610477467254,-0.824643313116456,-1.5767763419598935,-0.5230855748409143,MAIZ_3,MAIZ_3,1,0
15,16,"b'\x01\x01\x00\x00\x00\xd4Q\xe5\xd6\x9cDP\xc0\xb0""m\x94\xc1\x01A\xc0'",014035,3,MAIZ,409,-0.8362005333727328,0.5420702655726314,-0.46548576349660653,0.33424090707395665,-0.15096131257204556,0.2846828598685489,-0.7905291491123703,-0.30517518328696425,-1.6094155520839524,-0.7313839957226941,-1.8029886953604286,-0.753103865331416,MAIZ_3,MAIZ_3,1,0
16,17,"b'\x01\x01\x00\x00\x00\xd0\x94U\xe5\x99DP\xc0\xb0""m\x94\xc1\x01A\xc0'",014035,3,MAIZ,409,-0.8442367281858488,0.5265326302817729,-0.5549530165643337,0.24615838146239866,-0.03399232055664045,0.4155135574778796,-0.7486027443240965,-0.3209272173804056,-1.5567159683136562,-0.7198297543513507,-1.7420740397559837,-0.7373960850837219,MAIZ_3,MAIZ_3,1,0
17,18,"b'\x01\x01\x00\x00\x00\xcc\xd7\xc5\xf3\x96DP\xc0\xb0""m\x94\xc1\x01A\xc0'",014035,3,MAIZ,409,-0.7157293083286929,0.618088290059174,-0.3975341397829432,0.3618846475516244,-0.12339672694807675,0.29802212657230875,-0.7158400204263365,-0.28300655520131585,-1.4751265597196908,-0.5968300385762781,-1.66774243807104,-0.6705866132068109,MAIZ_3,MAIZ_3,1,0
18,19,b'\x01\x01\x00\x00\x00\xdc\xcb\x04\xba\xa2DP\xc0\xb7\x9c\x8cw\xc7\x01A\xc0',014035,3,MAIZ,409,-1.227633083810974,0.2615372499262131,-0.7977944591595765,0.1700939567179501,-0.18979525377317388,0.3340090538278779,-0.47234348606925713,0.26749366189838764,-1.3503926084707885,-0.2525005579406291,-1.286079659781839,-0.3272292362391528,MAIZ_3,MAIZ_3,1,0
19,20,b'\x01\x01\x00\x00\x00\xd8\x0eu\xc8\x9fDP\xc0\xb7\x9c\x8cw\xc7\x01A\xc0',014035,3,MAIZ,409,-1.26418362530727,0.2426958941381167,-1.1056893084378436,-0.10035154492924873,-0.44473251977359257,-0.05793299555088354,-0.6580089599892823,0.003203585227962965,-1.2888964382106325,-0.05861382047366174,-1.1068654504098285,-0.12047723662234423,MAIZ_3,MAIZ_3,1,0
20,21,b'\x01\x01\x00\x00\x00\xd4Q\xe5\xd6\x9cDP\xc0\xb7\x9c\x8cw\xc7\x01A\xc0',014035,3,MAIZ,409,-1.1584458872471775,0.28526692013820076,-1.0835170483586798,-0.15992331156223122,-0.28041520515899265,0.114686962404704,-0.6619132017260001,-0.04535342356165399,-1.3614336536701148,-0.25158441406760884,-1.392235703081421,-0.39297824972800854,MAIZ_3,MAIZ_3,1,0
21,22,b'\x01\x01\x00\x00\x00\xd0\x94U\xe5\x99DP\xc0\xb7\x9c\x8cw\xc7\x01A\xc0',014035,3,MAIZ,409,-1.2180528991513375,0.191369330256578,-1.0425465391521191,-0.18237154592194843,-0.363264203784761,-0.014360207801836082,-0.5112343465798547,-0.016662091124971117,-1.2702452860918503,-0.22033035280766028,-1.062782392496116,-0.1578724887502109,MAIZ_3,MAIZ_3,1,0
22,23,b'\x01\x01\x00\x00\x00\xcc\xd7\xc5\xf3\x96DP\xc0\xb7\x9c\x8cw\xc7\x01A\xc0',014035,3,MAIZ,409,-1.1848576732430336,0.21501462253838083,-0.928530251020992,-0.09800122111723629,-0.13810943946149398,0.28889890889942904,-0.26376868750222277,0.2608067623132045,-0.84587621331403,0.3947831335687824,-0.6598272014249829,0.1743717353169932,MAIZ_3,MAIZ_3,1,0
23,24,b'\x01\x01\x00\x00\x00\xd4Q\xe5\xd6\x9cDP\xc0\xbf\x16\xacZ\xcd\x01A\xc0',014035,3,MAIZ,409,-1.1350942913502917,0.31850474396556466,-0.9036739689605533,-0.029233164782712234,-0.1504667243017736,0.3081635938055712,-0.332999320936884,0.16207577862376685,-1.161117979454594,-0.07576542045695289,-1.1246756023769748,-0.3254465742370722,MAIZ_3,MAIZ_3,1,0
24,25,"b'\x01\x01\x00\x00\x00\xa9v\x9eqj\x01P\xc0\xb0,\x06\xa47%A\xc0'",014084,1,SOJA,48,-1.3397979991875388,-0.021374574290416795,0.11410189924740945,0.9379817334723927,0.27313936720137766,1.1196360904237288,1.006419533838725,1.0495162980710102,1.5075889705575645,0.1532152363908107,-1.0569850192398667,-0.8739845496958699,SOJA_1,SOJA_1,0,1
25,26,"b'\x01\x01\x00\x00\x00\xa5\xb9\x0e\x80g\x01P\xc0\xb0,\x06\xa47%A\xc0'",014084,1,SOJA,48,-1.2274774620841826,0.061722935555272085,0.1961618661408128,1.0029651892717502,0.3346247914550488,1.2106365775305123,1.1369028869522961,1.1007536480346756,1.4982542158959347,0.12229849681199967,-0.8436929859550416,-0.7098823230782406,SOJA_1,SOJA_1,0,1
26,27,b'\x01\x01\x00\x00\x00\xb1\xf0\xbdTp\x01P\xc0\xb7\xa6%\x87=%A\xc0',014084,1,SOJA,48,-0.9169365294400729,0.25702362071677903,0.3434644160825602,1.1101178033229928,0.4666244014081143,1.4041505074500749,0.9700194453830396,1.314346985927387,1.4011181140669713,0.4332156027521537,0.055399898395430885,0.12184967035156459,SOJA_1,SOJA_1,0,1
27,28,b'\x01\x01\x00\x00\x00\xad3.cm\x01P\xc0\xb7\xa6%\x87=%A\xc0',014084,1,SOJA,48,-1.0395642269839322,0.15272777856464823,0.3336759656811856,1.0745733472295231,0.40546162435868477,1.3000011954879287,1.4065144550407223,1.6023233608615501,1.666676222474113,0.494283291580542,-0.5231087034250244,-0.4468334539037148,SOJA_1,SOJA_1,0,1
28,29,b'\x01\x01\x00\x00\x00\xa9v\x9eqj\x01P\xc0\xb7\xa6%\x87=%A\xc0',014084,1,SOJA,48,-0.9982822292013053,0.18870700003983623,0.2651041419577854,1.0350527488635048,0.3627443715031827,1.2384064217144475,1.0392140871247812,1.189698141473735,1.4939525884366076,0.18323842407986474,-0.8578769948185379,-0.795138548728346,SOJA_1,SOJA_1,0,1
29,30,b'\x01\x01\x00\x00\x00\xa5\xb9\x0e\x80g\x01P\xc0\xb7\xa6%\x87=%A\xc0',014084,1,SOJA,48,-1.0217961163275586,0.17203350799648925,0.17036321364802798,0.9569209943328311,0.3274181105148126,1.1769919972490106,1.45398823252615,1.5380023116076154,1.6141732234504995,0.2818103631930668,-0.9120847245041191,-0.8646190464612373,SOJA_1,SOJA_1,0,1
30,31,b'\x01\x01\x00\x00\x00\xa1\xfc~\x8ed\x01P\xc0\xb7\xa6%\x87=%A\xc0',014084,1,SOJA,48,-1.1072463391329062,0.10536107684723947,0.19290153657794967,0.9847453530800989,0.3688870382446387,1.2409747538311982,1.3979831996115115,1.6355956105323783,1.5111790820661322,0.15107523025204656,-1.0554558444623057,-0.9382526600468454,SOJA_1,SOJA_1,0,1
31,32,b'\x01\x01\x00\x00\x00\xb1\xf0\xbdTp\x01P\xc0\xbf EjC%A\xc0',014084,1,SOJA,48,-0.7817151436556439,0.3738734827473227,0.4089764986397354,1.1835306197719608,0.4022440173832223,1.330914207782625,0.9653370975232007,1.2839763840505467,1.4165181820358264,0.4875765886869779,0.19915996466996588,0.2934000297215621,SOJA_1,SOJA_1,0,1
32,33,b'\x01\x01\x00\x00\x00\xad3.cm\x01P\xc0\xbf EjC%A\xc0',014084,1,SOJA,48,-1.1332746287305988,0.09408511708617212,0.2589894877924319,1.040257400210296,0.42006362661735586,1.3372681201439014,1.3533050217842955,1.6040451393445405,1.5795506063272915,0.41154638515011727,-0.37397362803251827,-0.2821096099601269,SOJA_1,SOJA_1,0,1
33,34,b'\x01\x01\x00\x00\x00\xa9v\x9eqj\x01P\xc0\xbf EjC%A\xc0',014084,1,SOJA,48,-1.230978395145101,0.013350189285659259,0.22466473113182048,1.002196481980878,0.43006795775667095,1.3372742634293338,1.2731537252251628,1.5015756313613728,1.5391935703168063,0.2861160835894809,-0.7158376369491054,-0.6678437823900277,SOJA_1,SOJA_1,0,1
34,35,b'\x01\x01\x00\x00\x00\xa5\xb9\x0e\x80g\x01P\xc0\xbf EjC%A\xc0',014084,1,SOJA,48,-1.2552937341643287,0.005856780024242473,0.12730386378588507,0.9268453850859896,0.3694492484209754,1.2470381765527532,1.1416092292740816,1.4430023887921737,1.6401363521932362,0.2884489006198883,-0.9907836951485703,-0.9571630305607608,SOJA_1,SOJA_1,0,1
35,36,b'\x01\x01\x00\x00\x00\xa1\xfc~\x8ed\x01P\xc0\xbf EjC%A\xc0',014084,1,SOJA,48,-1.2951523489386985,-0.031143532417273467,0.1934462416112713,0.9706520473685959,0.32938141359851414,1.1785291350253608,1.2914678655679752,1.79925704792186,1.5514287632858756,0.22143484598983032,-0.952741836821483,-0.9069657253800029,SOJA_1,SOJA_1,0,1
36,37,b'\x01\x01\x00\x00\x00\xb1\xf0\xbdTp\x01P\xc0\xc7\x9adMI%A\xc0',014084,1,SOJA,48,-0.7908340210537208,0.3339996002358749,0.5102964630046565,1.2502288059789148,0.4840539476962893,1.4346668390282937,1.771079943977663,1.9076336903762594,1.2421712134352885,0.2523893687130644,-0.0698488604999884,0.016170274217902004,SOJA_1,SOJA_1,0,1
37,38,b'\x01\x01\x00\x00\x00\xad3.cm\x01P\xc0\xc7\x9adMI%A\xc0',014084,1,SOJA,48,-0.9306195697681802,0.22490336192277266,0.41588077758747866,1.147389183462513,0.41087673711690204,1.3109919719321892,0.9366181749877657,1.135236918681478,1.6031138210466958,0.3519487333016518,-0.5151818722935879,-0.44358294421117267,SOJA_1,SOJA_1,0,1
38,39,b'\x01\x01\x00\x00\x00\xa9v\x9eqj\x01P\xc0\xc7\x9adMI%A\xc0',014084,1,SOJA,48,-1.2509479974436872,-0.00517902716629874,0.17657135868533763,0.9491033478789972,0.4013659634261201,1.2866535914682253,1.0792437052120423,1.2655605581050762,1.655557333433015,0.3468873500167772,-0.879291320765658,-0.8042298875671859,SOJA_1,SOJA_1,0,1
39,40,b'\x01\x01\x00\x00\x00\xa5\xb9\x0e\x80g\x01P\xc0\xc7\x9adMI%A\xc0',014084,1,SOJA,48,-1.209867196322126,0.02278134066404858,0.10877599201588264,0.9007210227665197,0.3575993340405287,1.2231328977117575,1.2348482806177692,1.4263466319178941,1.4592658372825669,0.1752116482332115,-1.046209009364646,-0.9857605430593512,SOJA_1,SOJA_1,0,1
40,41,b'\x01\x01\x00\x00\x00\xa1\xfc~\x8ed\x01P\xc0\xc7\x9adMI%A\xc0',014084,1,SOJA,48,-0.949882760585511,0.19858777367557423,0.3171171082379204,1.0531089870725647,0.4190532151489928,1.307217361840221,0.7808730605906379,1.2834481037319814,1.3688368538085094,0.09190370994996039,-1.0602887422467504,-0.9801616847623704,SOJA_1,SOJA_1,0,1
41,42,b'\x01\x01\x00\x00\x00\xb1\xf0\xbdTp\x01P\xc0\xce\x14\x840O%A\xc0',014084,1,SOJA,48,-0.8955546599708575,0.2633817632811632,0.5658423308264561,1.280344044550732,0.5024388595719758,1.4592097031359286,1.1831034889058707,1.6015776678811673,1.6102931145851231,0.3795841820699515,-0.4347971581873495,-0.3283066073659096,SOJA_1,SOJA_1,0,1
42,43,b'\x01\x01\x00\x00\x00\xad3.cm\x01P\xc0\xce\x14\x840O%A\xc0',014084,1,SOJA,48,-1.1892728839488496,0.036778931215169466,0.40300800626011607,1.1235231845983815,0.415631299304902,1.3079479740005473,1.2352948714197116,1.3869508086035474,1.6259645903366327,0.37413639796788467,-0.7727277656930998,-0.6921770593754855,SOJA_1,SOJA_1,0,1
43,44,b'\x01\x01\x00\x00\x00\xa9v\x9eqj\x01P\xc0\xce\x14\x840O%A\xc0',014084,1,SOJA,48,-1.3405905584104107,-0.056025875962241,0.20946478326402973,0.9735109475177948,0.304576337769289,1.1478368422001204,1.407687245578718,1.4627882390036047,1.4558160770588648,0.17733841079557996,-1.1496006561723766,-1.0317955342312564,SOJA_1,SOJA_1,0,1
44,45,b'\x01\x01\x00\x00\x00\xa5\xb9\x0e\x80g\x01P\xc0\xce\x14\x840O%A\xc0',014084,1,SOJA,48,-1.3151708609228476,-0.04968395992289239,0.2545822490820511,1.0083298821232503,0.38490951285936387,1.2659002568600368,1.435201548187861,1.5687107143515482,1.5052429662992797,0.24890007584975,-1.1823720907871618,-1.0808671037868656,SOJA_1,SOJA_1,0,1
45,46,b'\x01\x01\x00\x00\x00\xa1\xfc~\x8ed\x01P\xc0\xce\x14\x840O%A\xc0',014084,1,SOJA,48,-1.1754286639751372,0.04190267776594018,0.30494749360949513,1.0334604629087174,0.36983498191563097,1.2551881222907357,1.2054305805885055,1.4815194755569658,1.4799318668700085,0.19174080012590472,-1.1555648091139972,-1.057628555738937,SOJA_1,SOJA_1,0,1
46,47,b'\x01\x01\x00\x00\x00\xad3.cm\x01P\xc0\xd6\x8e\xa3\x13U%A\xc0',014084,1,SOJA,48,-1.0967113040210303,0.12827440533607504,0.41844848463416007,1.1628913624837243,0.37725030117579844,1.2677423648774844,1.8547187621282801,1.8559712499842644,1.5668144243347613,0.2984365048070109,-1.0105982975829444,-0.7879903945518939,SOJA_1,SOJA_1,0,1
47,48,b'\x01\x01\x00\x00\x00\xa9v\x9eqj\x01P\xc0\xd6\x8e\xa3\x13U%A\xc0',014084,1,SOJA,48,-1.39047232397389,-0.06859317208841016,0.28976641948580817,1.0533675938214437,0.36660686055843283,1.2559924538762481,1.2738848217901846,1.2958529563229642,1.6006288597216067,0.22889876983966623,-1.2959558638591746,-1.0625961534817525,SOJA_1,SOJA_1,0,1
48,49,b'\x01\x01\x00\x00\x00\xa5\xb9\x0e\x80g\x01P\xc0\xd6\x8e\xa3\x13U%A\xc0',014084,1,SOJA,48,-1.411511825644165,-0.09526662896957445,0.24185871201039305,1.0212444694508647,0.3265643839507459,1.1920053092330376,1.2822089413540207,1.3556570141552582,1.457510516743038,0.19090840239773965,-1.248795272085158,-1.0740324287058192,SOJA_1,SOJA_1,0,1
49,50,b'\x01\x01\x00\x00\x00\xa8\xce\xb6\x8cD\x05P\xc0pGb~+!A\xc0',014084,1,SOJA,49,0.416999000800721,-0.6071848761515548,-0.14259550506572008,-0.4072290979357161,-0.6611351952058279,-0.26256320045996373,0.4879036183216728,1.2607323745301773,1.1768883469198819,0.40452417352477327,1.3811613221432093,-0.06964733567120752,SOJA_1,SOJA_1,0,1
50,51,"b""\x01\x01\x00\x00\x00\xa4\x11'\x9bA\x05P\xc0pGb~+!A\xc0""",014084,1,SOJA,49,0.2725259033585613,-0.6273134379165622,0.09704442382037841,-0.2589506438228104,-0.7014875368281954,-0.3139789890784362,0.39731595502306954,1.162310960511447,1.295519573343573,0.5085314321975521,1.5319524362668984,-0.013959027992030193,SOJA_1,SOJA_1,0,1
51,52,b'\x01\x01\x00\x00\x00\xa1T\x97\xa9>\x05P\xc0pGb~+!A\xc0',014084,1,SOJA,49,0.5598653039137627,-0.5093114926084945,0.1796275884573107,-0.19664826427853072,-0.7532190165429038,-0.39937482524361745,0.07381894643909227,0.8721938820996571,1.3000029138902593,0.5017643541763017,1.8434653272643868,0.11350041501259212,SOJA_1,SOJA_1,0,1
52,53,b'\x01\x01\x00\x00\x00\xac\x8bF~G\x05P\xc0w\xc1\x81a1!A\xc0',014084,1,SOJA,49,0.8705729741222915,-0.4643368757090537,0.1914965399529194,-0.2349273978294489,-0.6669874794634664,-0.2807852820670456,-0.2326456667846208,0.4024945940196531,1.4374528309697991,0.555622863241995,1.7506132901841522,0.06076323187946902,SOJA_1,SOJA_1,0,1
53,54,b'\x01\x01\x00\x00\x00\xa8\xce\xb6\x8cD\x05P\xc0w\xc1\x81a1!A\xc0',014084,1,SOJA,49,0.8628319047981972,-0.3361089743235827,0.1169584184713073,-0.17946234701412672,-0.6396595705107241,-0.2317680076037345,-0.11453586595052453,0.5086815340233893,1.3999623072939218,0.4948566605350853,1.8666467752581786,0.10838089933617749,SOJA_1,SOJA_1,0,1
54,55,"b""\x01\x01\x00\x00\x00\xa4\x11'\x9bA\x05P\xc0w\xc1\x81a1!A\xc0""",014084,1,SOJA,49,1.0029998383270575,-0.23622615692566554,0.02250059632310701,-0.21466436509434597,-0.621625550354922,-0.19791192278092493,0.21292022885461956,0.8550354801311159,1.3715829986504675,0.5280306508554576,1.7509895501051385,0.06657468626907473,SOJA_1,SOJA_1,0,1
55,56,b'\x01\x01\x00\x00\x00\xa1T\x97\xa9>\x05P\xc0w\xc1\x81a1!A\xc0',014084,1,SOJA,49,1.0538131110837579,-0.29758572875054845,0.14580496117471695,-0.21686303052808653,-0.678394037414059,-0.2866832748880343,0.15689291536817368,0.8154816270163137,1.3800273127101017,0.49376951871977937,1.9842100539583205,0.15612081325507926,SOJA_1,SOJA_1,0,1
56,57,b'\x01\x01\x00\x00\x00\x9d\x97\x07\xb8;\x05P\xc0w\xc1\x81a1!A\xc0',014084,1,SOJA,49,0.5235993278607415,-0.5317598573981296,0.12432883500598654,-0.2648889457499184,-0.78439941558003,-0.45569558847357805,0.07186560136349122,0.8491062798971921,1.4215884883864378,0.6469626410922859,1.9975660434562252,0.17884292934318377,SOJA_1,SOJA_1,0,1
57,58,b'\x01\x01\x00\x00\x00\xac\x8bF~G\x05P\xc0\x7f;\xa1D7!A\xc0',014084,1,SOJA,49,0.13976278506555026,-0.7234030838166238,-0.10087180179213295,-0.40566170732610557,-0.7923875624804437,-0.47969543002961895,0.11181417693132073,0.8034327470969932,1.136792029686912,0.30019400529811097,1.9653475500246658,0.1501805846795709,SOJA_1,SOJA_1,0,1
58,59,b'\x01\x01\x00\x00\x00\xa8\xce\xb6\x8cD\x05P\xc0\x7f;\xa1D7!A\xc0',014084,1,SOJA,49,0.5624986458478206,-0.39913633789439223,0.026700662772627365,-0.24945891242289334,-0.7457742157810069,-0.3977922710356794,0.11079049483542101,0.7083273629157446,1.0820141315261547,0.26693237366335526,1.8968787648305836,0.10011769126428281,SOJA_1,SOJA_1,0,1
59,60,"b""\x01\x01\x00\x00\x00\xa4\x11'\x9bA\x05P\xc0\x7f;\xa1D7!A\xc0""",014084,1,SOJA,49,0.9271964952071138,-0.3258493850851966,0.3021199433881752,-0.11068082687047635,-0.7546497971163458,-0.4095807969739177,0.03395851379269876,0.5639254423981895,1.048558010181135,0.2631166655935821,1.8492979748882286,0.08715837941293907,SOJA_1,SOJA_1,0,1
60,61,b'\x01\x01\x00\x00\x00\xa1T\x97\xa9>\x05P\xc0\x7f;\xa1D7!A\xc0',014084,1,SOJA,49,1.2565309745287743,-0.3182901846404539,0.23213566132695956,-0.24021791271368703,-0.8228689612964958,-0.5164746217028873,-0.029559234125667782,0.6443321081580259,1.2548144475570469,0.5158590251139029,2.0714027210099046,0.16947594253498086,SOJA_1,SOJA_1,0,1
61,62,b'\x01\x01\x00\x00\x00\x9d\x97\x07\xb8;\x05P\xc0\x7f;\xa1D7!A\xc0',014084,1,SOJA,49,1.7791982155861852,-0.16802961253398577,0.2677688512706748,-0.25327983983928753,-0.7587625696897744,-0.4181864428491368,-0.07906421626729834,0.6735030464367479,1.1859368221395339,0.5047593500264943,2.0636262700771515,0.1841597603044492,SOJA_1,SOJA_1,0,1
62,63,"b""\x01\x01\x00\x00\x00\xac\x8bF~G\x05P\xc0\x87\xb5\xc0'=!A\xc0""",014084,1,SOJA,49,1.196025802944277,-0.390867890791732,0.4116701769552027,-0.14746776391558378,-0.7797860759702445,-0.45263074725207697,-0.019165224956776326,0.5056903251925932,0.8707241022085862,0.06392042254279712,1.7561235177112275,0.018911621461114865,SOJA_1,SOJA_1,0,1
63,64,"b""\x01\x01\x00\x00\x00\xa8\xce\xb6\x8cD\x05P\xc0\x87\xb5\xc0'=!A\xc0""",014084,1,SOJA,49,1.0174231934411853,-0.3088658188998067,0.4871054596681681,-0.005853641286069211,-0.7445816581113995,-0.39175122742534146,0.19615617972183833,0.7573273094417509,0.9886823860478882,0.12940951830258546,1.6749138784821689,-0.05002203105376137,SOJA_1,SOJA_1,0,1
64,65,"b""\x01\x01\x00\x00\x00\xa4\x11'\x9bA\x05P\xc0\x87\xb5\xc0'=!A\xc0""",014084,1,SOJA,49,1.6076636114388163,-0.19216465084413428,0.5100673445297218,-0.0645594055546818,-0.7165286691475915,-0.34414317875956074,0.16423742429682808,0.6994562773205713,0.8545730154438934,0.07864727949481656,1.5225601717589892,-0.11309260081878522,SOJA_1,SOJA_1,0,1
65,66,"b""\x01\x01\x00\x00\x00\xa1T\x97\xa9>\x05P\xc0\x87\xb5\xc0'=!A\xc0""",014084,1,SOJA,49,1.039799930378101,-0.5869607254027017,0.35978625441382406,-0.3068033077649414,-0.7423920896560334,-0.3838533757931292,0.2054474230069861,0.9460012623320577,1.0399087460664485,0.3925543175647765,1.7329037011070723,0.039529733511810314,SOJA_1,SOJA_1,0,1
